target_id	length	eff_length	est_counts	tpm
Sobic.001G076700.3	4804	4616.28	89.9172	2.58346
Sobic.001G076800.1	1053	865.275	0	0
Sobic.001G076900.1	1176	988.275	33	4.42881
Sobic.001G077000.1	1280	1092.28	391.827	47.5788
Sobic.001G077100.1	3408	3220.28	52.1728	2.14883
Sobic.001G077200.1	2361	2173.28	2	0.122058
Sobic.001G077300.1	2621	2433.28	1523	83.0157
Sobic.001G077400.1	2605	2417.28	291	15.9668
Sobic.001G077500.2	2703	2515.28	246	12.9718
Sobic.001G077600.1	667	479.675	221	61.1078
Sobic.001G077700.1	952	764.432	101	17.524
Sobic.001G077800.1	1599	1411.28	9	0.845828
Sobic.001G077900.1	1245	1057.28	400	50.1791
Sobic.001G078000.1	1042	854.275	2511	389.852
Sobic.001G078100.1	3779	3591.28	154	5.68753
Sobic.001G078200.1	1148	960.275	208	28.7289
Sobic.001G078300.1	2589	2401.28	8	0.441875
Sobic.001G078400.1	2586	2398.28	926	51.211
Sobic.001G078500.1	1689	1501.28	173	15.284
Sobic.001G078600.2	1367	1179.28	0	0
Sobic.001G078700.1	1989	1801.28	0	0
Sobic.001G078800.1	1792	1604.28	832	68.7853
Sobic.001G078900.1	4527	4339.28	915	27.9676
Sobic.001G079100.1	1590	1402.28	198	18.7277
Sobic.001G079200.1	3291	3103.28	1196	51.1166
Sobic.001G079300.1	2640	2452.28	0	0
Sobic.001G079500.1	1790	1602.28	708	58.6067
Sobic.001G079600.1	2372	2184.28	2	0.121443
Sobic.001G079700.3	1752	1564.28	264	22.3842
Sobic.001G079801.1	2205	2017.28	1	0.0657486
Sobic.001G079900.1	3808	3620.28	5	0.183181
Sobic.001G080000.4	3952	3764.28	103	3.62917
Sobic.001G080100.1	1394	1206.28	102	11.2152
Sobic.001G080200.1	1891	1703.28	1	0.0778694
Sobic.001G080300.1	1549	1361.28	8	0.779463
Sobic.001G080450.1	1239	1051.28	0	0
Sobic.001G080600.2	1281	1093.28	0	0
Sobic.001G080700.1	2081	1893.28	1018	71.3157
Sobic.001G080800.1	1455	1267.28	201	21.0366
Sobic.001G080900.2	2346	2158.28	176	10.8158
Sobic.001G081000.1	1654	1466.28	177	16.0107
Sobic.001G081100.1	3423	3235.28	17	0.69693
Sobic.001G081200.3	2791	2603.28	426.53	21.7311
Sobic.001G081300.1	3569	3381.28	25	0.980643
Sobic.001G081400.1	1626	1438.28	31	2.85872
Sobic.001G081475.1	1441	1253.28	0	0
Sobic.001G081500.1	1034	846.275	0	0
Sobic.001G081600.1	1961	1773.28	645	48.2431
Sobic.001G081700.1	881	693.507	33	6.31123
Sobic.001G081800.1	750	562.571	1	0.235762
Sobic.001G081900.1	2313	2125.28	59	3.68204
Sobic.001G082000.1	1949	1761.28	196	14.7598
Sobic.001G082100.1	1228	1040.28	472	60.179
Sobic.001G082200.2	2006	1818.28	44	3.20955
Sobic.001G082300.1	2489	2301.28	8.32473	0.479792
Sobic.001G082400.1	2058	1870.28	37	2.6239
Sobic.001G082500.3	1721	1533.28	81	7.00674
Sobic.001G082600.1	2142	1954.28	12	0.814417
Sobic.001G082700.1	2904	2716.28	1	0.048829
Sobic.001G082800.1	1802	1614.28	1	0.0821625
Sobic.001G082900.1	2878	2690.28	219	10.7969
Sobic.001G083000.1	3507	3319.28	33	1.31863
Sobic.001G083100.1	1724	1536.28	363	31.3393
Sobic.001G083200.1	765	577.571	603	138.472
Sobic.001G083300.5	1361	1173.28	0	0
Sobic.001G083400.5	4754	4566.28	694.658	20.1772
Sobic.001G083500.1	1290	1102.28	2	0.240653
Sobic.001G083600.1	1368	1180.28	191	21.4635
Sobic.001G083800.1	2908	2720.28	1130	55.0956
Sobic.001G083900.1	3584	3396.28	332	12.9654
Sobic.001G084000.1	2712	2524.28	191	10.0357
Sobic.001G084100.6	2094	1906.28	1143	79.5265
Sobic.001G084133.1	1344	1156.28	0	0
Sobic.001G084200.2	2222	2034.28	3	0.195597
Sobic.001G084300.1	2161	1973.28	20	1.34429
Sobic.001G084400.1	2031	1843.28	82	5.90031
Sobic.001G084500.1	1675	1487.28	15	1.33768
Sobic.001G084600.1	1656	1468.28	2	0.180665
Sobic.001G084700.1	2394	2206.28	2	0.120232
Sobic.001G084900.1	837	649.507	627	128.037
Sobic.001G085000.3	3350	3162.28	274	11.4922
Sobic.001G085100.1	1346	1158.28	426	48.7808
Sobic.001G085200.1	1345	1157.28	0	0
Sobic.001G085300.1	4403	4215.28	563	17.7147
Sobic.001G085400.1	968	780.355	1594	270.924
Sobic.001G085500.1	2416	2228.28	150	8.9284
Sobic.001G085600.1	2590	2402.28	1245	68.7382
Sobic.001G085700.1	3230	3042.28	298	12.9918
Sobic.001G085800.1	1712	1524.28	100	8.70138
Sobic.001G085900.4	1801	1613.28	260	21.3755
Sobic.001G086000.1	1781	1593.28	2	0.166491
Sobic.001G086050.1	708	520.624	0	0
Sobic.001G086200.1	2114	1926.28	70	4.81982
Sobic.001G086300.1	1033	845.275	119	18.6724
Sobic.001G086400.1	1680	1492.28	2	0.177759
Sobic.001G086500.2	1771	1583.28	1255	105.133
Sobic.001G086600.2	2679	2491.28	531	28.2699
Sobic.001G086700.1	1475	1287.28	19	1.95764
Sobic.001G086800.1	1786	1598.28	219	18.1737
Sobic.001G086900.1	2543	2355.28	145	8.16541
Sobic.001G087000.1	1416	1228.28	166	17.9252
Sobic.001G087100.1	4478	4290.28	455	14.0662
Sobic.001G087201.1	1639	1451.28	0	0
Sobic.001G087400.2	1355	1167.28	7	0.795383
Sobic.001G087600.1	2347	2159.28	363	22.2972
Sobic.001G087700.1	3618	3430.28	477	18.4434
Sobic.001G087800.1	4610	4422.28	49	1.46961
Sobic.001G087850.1	198	33.3698	0	0
Sobic.001G087900.2	672	484.675	342	93.5895
Sobic.001G088000.1	1794	1606.28	3	0.247715
Sobic.001G088100.3	2830	2642.28	555	27.8591
Sobic.001G088200.1	1791	1603.28	629	52.0348
Sobic.001G088300.3	1239	1051.28	78	9.84078
Sobic.001G088400.2	4386	4198.28	20	0.631845
Sobic.001G088450.1	824	636.571	0	0
Sobic.001G088500.1	1654	1466.28	279	25.2371
Sobic.001G088600.1	582	394.717	22	7.39245
Sobic.001G088700.2	971	783.355	84	14.2224
Sobic.001G088800.1	2793	2605.28	14.4825	0.737295
Sobic.001G088900.1	3392	3204.28	277.517	11.4871
Sobic.001G089000.1	2349	2161.28	3	0.184104
Sobic.001G089100.3	3793	3605.28	186	6.84268
Sobic.001G089201.1	1444	1256.28	1	0.105576
Sobic.001G089300.2	2246	2058.28	0	0
Sobic.001G089400.1	2164	1976.28	0	0
Sobic.001G089500.1	1493	1305.28	116	11.7871
Sobic.001G089600.1	4044	3856.28	358	12.3131
Sobic.001G089800.1	2381	2193.28	413	24.9752
Sobic.001G089850.1	507	319.788	88	36.4982
Sobic.001G089900.1	216	45.8492	2.25795	6.53181
Sobic.001G089950.1	1626	1438.28	1	0.0922167
Sobic.001G090000.1	943	755.507	112.67	19.7797
Sobic.001G090100.1	2900	2712.28	199.33	9.74744
Sobic.001G090200.2	1653	1465.28	321	29.0561
Sobic.001G090300.1	3166	2978.28	163	7.25896
Sobic.001G090400.1	1647	1459.28	340	30.9025
Sobic.001G090500.1	2786	2598.28	863	44.0532
Sobic.001G090550.1	321	136.314	0	0
Sobic.001G090600.1	5380	5192.28	166	4.24035
Sobic.001G090700.1	1029	841.275	162	25.5404
Sobic.001G090800.2	5241	5053.28	279	7.32289
Sobic.001G090900.2	765	577.571	0	0
Sobic.001G091000.1	1182	994.275	1	0.133397
Sobic.001G091300.4	1331	1143.28	948	109.979
Sobic.001G091400.1	2754	2566.28	282	14.5746
Sobic.001G091500.1	1707	1519.28	1	0.0873001
Sobic.001G091600.1	906	718.507	3	0.553785
Sobic.001G091702.1	654	466.675	128	36.3787
Sobic.001G091801.1	729	541.571	998	244.414
Sobic.001G091900.2	1640	1452.28	147	13.4252
Sobic.001G092000.1	1630	1442.28	114.023	10.4856
Sobic.001G092100.1	2803	2615.28	93	4.71647
Sobic.001G092200.1	2485	2297.28	85	4.90747
Sobic.001G092300.1	2227	2039.28	39	2.53653
Sobic.001G092500.1	1766	1578.28	3	0.25211
Sobic.001G092600.1	1309	1121.28	120	14.1945
Sobic.001G092800.1	1196	1008.28	0	0
Sobic.001G092901.1	924	736.507	0	0
Sobic.001G093000.1	1716	1528.28	1	0.086786
Sobic.001G093100.1	1705	1517.28	0	0
Sobic.001G093200.1	2122	1934.28	0	0
Sobic.001G093300.1	1210	1022.28	869	112.747
Sobic.001G093500.3	2705	2517.28	6353	334.734
Sobic.001G093666.1	1756	1568.28	0	0
Sobic.001G093732.1	726	538.571	2	0.492537
Sobic.001G093800.1	12609	12421.3	331	3.53438
Sobic.001G093900.1	1224	1036.28	1473	188.529
Sobic.001G094000.1	4401	4213.28	513	16.1491
Sobic.001G094200.1	1454	1266.28	424	44.4109
Sobic.001G094300.1	2313	2125.28	5935	370.388
Sobic.001G094400.1	879	691.507	286	54.8556
Sobic.001G094500.1	1746	1558.28	1025	87.2431
Sobic.001G094600.1	2356	2168.28	28	1.71275
Sobic.001G094700.2	978	790.355	0	0
Sobic.001G094800.1	1619	1431.28	44.0088	4.0782
Sobic.001G094900.1	3153	2965.28	72	3.22047
Sobic.001G095000.1	1757	1569.28	774	65.4174
Sobic.001G095100.1	1460	1272.28	0	0
Sobic.001G095200.1	2045	1857.28	35	2.49944
Sobic.001G095300.1	1441	1253.28	280	29.6321
Sobic.001G095366.1	1563	1375.28	0	0
Sobic.001G095432.1	1030	842.275	0	0
Sobic.001G095500.2	2198	2010.28	1503	99.1642
Sobic.001G095566.1	675	487.675	0	0
Sobic.001G095632.1	863	675.507	677	132.926
Sobic.001G095700.1	4211	4023.28	243	8.01084
Sobic.001G095750.1	534	346.755	2	0.764994
Sobic.001G095775.1	1673	1485.28	43	3.83984
Sobic.001G095800.1	1288	1100.28	76	9.16144
Sobic.001G095900.2	378	191.621	3	2.07648
Sobic.001G096000.1	2794	2606.28	340	17.3025
Sobic.001G096100.1	1116	928.275	871	124.449
Sobic.001G096200.4	723	535.571	12	2.97177
Sobic.001G096300.1	1651	1463.28	174	15.7716
Sobic.001G096400.1	1189	1001.28	0	0
Sobic.001G096500.1	736	548.571	3	0.725337
Sobic.001G096700.1	1857	1669.28	0	0
Sobic.001G096800.1	1428	1240.28	366	39.1394
Sobic.001G096833.1	129	32.037	1	4.13999
Sobic.001G096900.2	2963	2775.28	94	4.49235
Sobic.001G097000.1	1952	1764.28	0	0
Sobic.001G097100.3	2829	2641.28	1833	92.045
Sobic.001G097200.9	14507	14319.3	530	4.90915
Sobic.001G097300.1	993	805.275	0	0
Sobic.001G097400.2	1507	1319.28	9	0.904812
Sobic.001G097500.1	1886	1698.28	655	51.1546
Sobic.001G097600.2	1818	1630.28	216	17.5729
Sobic.001G097800.1	1184	996.275	20	2.66258
Sobic.001G097900.2	3277	3089.28	225	9.66
Sobic.001G098000.1	3393	3205.28	193.498	8.00686
Sobic.001G098100.1	1659	1471.28	123.502	11.1335
Sobic.001G098200.1	1044	856.275	630	97.584
Sobic.001G098400.1	3409	3221.28	336	13.8345
Sobic.001G098500.3	1396	1208.28	974	106.916
Sobic.001G098600.1	2214	2026.28	296	19.3751
Sobic.001G098700.1	1471	1283.28	149	15.3999
Sobic.001G098800.1	1419	1231.28	1118	120.431
Sobic.001G098900.1	1442	1254.28	0	0
Sobic.001G099000.1	2141	1953.28	326	22.1363
Sobic.001G099100.1	3652	3464.28	274	10.4903
Sobic.001G099200.1	1586	1398.28	16	1.51767
Sobic.001G099300.1	1972	1784.28	0	0
Sobic.001G099400.1	2400	2212.28	1	0.0599532
Sobic.001G099500.1	2066	1878.28	0	0
Sobic.001G099600.1	2014	1826.28	0	0
Sobic.001G099700.1	2020	1832.28	0	0
Sobic.001G099800.1	1642	1454.28	194	17.6932
Sobic.001G099900.1	3557	3369.28	363	14.2896
Sobic.001G100000.1	2569	2381.28	1946	108.389
Sobic.001G100100.2	1359	1171.28	329	37.2553
Sobic.001G100200.1	504	316.788	25	10.467
Sobic.001G100400.4	980	792.355	116	19.4173
Sobic.001G100501.1	1373	1185.28	38	4.25222
Sobic.001G100600.1	1365	1177.28	3	0.337983
Sobic.001G100700.1	791	603.571	3.12859	0.687499
Sobic.001G100800.2	723	535.571	0	0
Sobic.001G100900.1	3252	3064.28	42.9067	1.85716
Sobic.001G101000.1	2601	2413.28	356.093	19.5708
Sobic.001G101100.1	1503	1315.28	42	4.2353
Sobic.001G101200.1	419	232.159	26.8714	15.3517
Sobic.001G101300.1	246	69.2887	0	0
Sobic.001G101400.1	682	494.675	1	0.268122
Sobic.001G101500.1	1992	1804.28	355	26.0962
Sobic.001G101600.1	697	509.624	2	0.520513
Sobic.001G101650.1	799	611.571	0	0
Sobic.001G101700.2	2907	2719.28	0	0
Sobic.001G101801.1	4596	4408.28	549	16.5179
Sobic.001G101900.1	1527	1339.28	0	0
Sobic.001G102100.1	3120	2932.28	0	0
Sobic.001G102200.1	659	471.675	71	19.9649
Sobic.001G102300.2	4554	4366.28	795.957	24.1785
Sobic.001G102350.1	1223	1035.28	0	0
Sobic.001G102400.1	1171	983.275	28	3.77689
Sobic.001G102500.1	2019	1831.28	1431	103.642
Sobic.001G102600.1	1047	859.275	0	0
Sobic.001G102700.1	3774	3586.28	1487	54.9944
Sobic.001G102800.1	1090	902.275	298	43.8055
Sobic.001G102901.1	1495	1307.28	12	1.21749
Sobic.001G103000.2	1735	1547.28	0	0
Sobic.001G103100.1	1533	1345.28	5	0.492958
Sobic.001G103200.1	1706	1518.28	198	17.2968
Sobic.001G103300.1	3988	3800.28	242	8.44601
Sobic.001G103400.1	2225	2037.28	17	1.10675
Sobic.001G103500.1	2293	2105.28	0	0
Sobic.001G103600.1	2228	2040.28	0	0
Sobic.001G103701.1	1050	862.275	1	0.153817
Sobic.001G103800.2	2078	1890.28	55.2815	3.87888
Sobic.001G103900.1	2290	2102.28	788.341	49.7366
Sobic.001G104000.1	2146	1958.28	186	12.5977
Sobic.001G104100.1	1965	1777.28	5	0.373136
Sobic.001G104300.3	1429	1241.28	36	3.84668
Sobic.001G104400.1	1130	942.275	0	0
Sobic.001G104500.1	2893	2705.28	0	0
Sobic.001G104600.1	1167	979.275	1178	159.548
Sobic.001G104700.1	1423	1235.28	73	7.83809
Sobic.001G104800.1	1979	1791.28	758.865	56.1893
Sobic.001G104900.1	4554	4366.28	134	4.07048
Sobic.001G105000.1	1780	1592.28	5	0.416489
Sobic.001G105100.1	1602	1414.28	333	31.2293
Sobic.001G105200.1	2298	2110.28	225	14.1415
Sobic.001G105300.1	1041	853.275	7	1.08808
Sobic.001G105400.7	3422	3234.28	25	1.02521
Sobic.001G105500.1	1525	1337.28	530	52.5662
Sobic.001G105600.1	1842	1654.28	1	0.0801759
Sobic.001G105700.1	2502	2314.28	271	15.5312
Sobic.001G105800.1	3142	2954.28	5	0.224476
Sobic.001G105900.1	2189	2001.28	0	0
Sobic.001G106000.3	1532	1344.28	0	0
Sobic.001G106100.4	1075	887.275	158	23.6184
Sobic.001G106200.1	1778	1590.28	0	0
Sobic.001G106300.1	1704	1516.28	14	1.22462
Sobic.001G106400.1	1876	1688.28	181	14.2196
Sobic.001G106500.1	852	664.507	0	0
Sobic.001G106600.2	2316	2128.28	1126	70.1717
Sobic.001G106700.1	2681	2493.28	927.499	49.3395
Sobic.001G106800.1	2703	2515.28	0	0
Sobic.001G106900.3	1665	1477.28	66	5.92562
Sobic.001G107100.1	2195	2007.28	119	7.86306
Sobic.001G107200.1	1937	1749.28	320	24.2629
Sobic.001G107300.6	1412	1224.28	37	4.00843
Sobic.001G107400.4	3831	3643.28	217	7.89986
Sobic.001G107500.1	2131	1943.28	1102	75.214
Sobic.001G107550.1	1226	1038.28	2	0.255487
Sobic.001G107600.1	2048	1860.28	552	39.3562
Sobic.001G107800.1	734	546.571	0	0
Sobic.001G107900.1	4966	4778.28	496	13.7677
Sobic.001G108000.1	1132	944.275	166	23.3164
Sobic.001G108100.1	787	599.571	3	0.663639
Sobic.001G108200.1	826	638.507	137	28.4581
Sobic.001G108300.1	330	144.931	0	0
Sobic.001G108400.1	2956	2768.28	101	4.83909
Sobic.001G108500.1	1410	1222.28	126	13.6727
Sobic.001G108600.2	1873	1685.28	916	72.0902
Sobic.001G108700.1	1580	1392.28	64	6.09686
Sobic.001G108800.1	1330	1142.28	6	0.696678
Sobic.001G108900.1	2019	1831.28	123	8.90846
Sobic.001G109000.1	925	737.507	11	1.97823
Sobic.001G109100.1	3114	2926.28	38	1.72234
Sobic.001G109300.1	1961	1773.28	355.787	26.6112
Sobic.001G109400.1	4428	4240.28	107.809	3.3722
Sobic.001G109500.2	2445	2257.28	166	9.75383
Sobic.001G109700.1	3268	3080.28	5	0.215294
Sobic.001G109800.1	3304	3116.28	331	14.0878
Sobic.001G109900.1	1312	1124.28	0	0
Sobic.001G110000.1	683	495.675	133	35.5882
Sobic.001G110100.1	1379	1191.28	2	0.222674
Sobic.001G110150.2	887	699.507	0	0
Sobic.001G110200.2	528	340.755	0	0
Sobic.001G110300.1	944	756.432	174	30.5092
Sobic.001G110500.1	2211	2023.28	8	0.524429
Sobic.001G110600.1	8345	8157.28	1105	17.9667
Sobic.001G110701.1	1381	1193.28	24.0054	2.66821
Sobic.001G110800.1	752	564.571	0	0
Sobic.001G110900.1	1518	1330.28	118	11.765
Sobic.001G110950.1	1384	1196.28	0	0
Sobic.001G111000.1	2195	2007.28	349	23.0606
Sobic.001G111101.1	2689	2501.28	525	27.8387
Sobic.001G111201.1	2443	2255.28	473	27.8172
Sobic.001G111300.1	1449	1261.28	0	0
Sobic.001G111340.1	7087	6899.28	86.6026	1.66486
Sobic.001G111420.1	3819	3631.28	272.91	9.96807
Sobic.001G111460.1	6969	6781.28	1007.82	19.7117
Sobic.001G111500.1	3633	3445.28	4921.67	189.47
Sobic.001G111600.1	4964	4776.28	643	17.8555
Sobic.001G111700.1	2190	2002.28	12646	837.685
Sobic.001G111800.1	2307	2119.28	4537	283.944
Sobic.001G111900.1	880	692.507	539	103.232
Sobic.001G112000.1	1785	1597.28	0	0
Sobic.001G112100.1	3993	3805.28	1	0.034855
Sobic.001G112200.1	1195	1007.28	0	0
Sobic.001G112250.1	778	590.571	0	0
Sobic.001G112300.1	813	625.571	0	0
Sobic.001G112350.1	880	692.507	0	0
Sobic.001G112400.1	1070	882.275	135	20.2946
Sobic.001G112500.1	1767	1579.28	0	0
Sobic.001G112600.1	2046	1858.28	495	35.3302
Sobic.001G112700.1	1329	1141.28	98	11.389
Sobic.001G112800.3	1018	830.275	7	1.11822
Sobic.001G112900.1	1897	1709.28	4136	320.937
Sobic.001G113000.1	2580	2392.28	381.405	21.1459
Sobic.001G113200.1	4111	3923.28	536	18.1204
Sobic.001G113301.1	309	125.014	4	4.24378
Sobic.001G113400.1	456	268.964	2	0.986249
Sobic.001G113500.1	1894	1706.28	411	31.948
Sobic.001G113700.1	1308	1120.28	8	0.947145
Sobic.001G113750.1	775	587.571	0	0
Sobic.001G113800.1	4189	4001.28	9	0.298329
Sobic.001G113900.1	5251	5063.28	35.1134	0.919798
Sobic.001G114000.1	3546	3358.28	592.887	23.4157
Sobic.001G114100.1	1615	1427.28	0	0
Sobic.001G114200.1	2354	2166.28	214	13.1024
Sobic.001G114300.2	1097	909.275	17	2.47973
Sobic.001G114400.1	4948	4760.28	315	8.77667
Sobic.001G114500.1	1597	1409.28	793	74.6326
Sobic.001G114550.1	1599	1411.28	1	0.0939809
Sobic.001G114600.1	1249	1061.28	1	0.124975
Sobic.001G114650.1	2410	2222.28	4	0.238734
Sobic.001G114700.1	688	500.675	5	1.32454
Sobic.001G114800.1	1377	1189.28	9	1.00372
Sobic.001G114900.1	969	781.355	0	0
Sobic.001G115050.1	838	650.507	14	2.85448
Sobic.001G115250.1	883	695.507	97	18.4979
Sobic.001G115300.4	1694	1506.28	124	10.9186
Sobic.001G115400.1	1207	1019.28	0	0
Sobic.001G115500.1	3909	3721.28	201	7.164
Sobic.001G115600.1	1011	823.275	0	0
Sobic.001G115700.1	2960	2772.28	799	38.2263
Sobic.001G115800.1	934	746.507	18	3.19808
Sobic.001G115900.1	1250	1062.28	4.23428	0.528681
Sobic.001G116000.1	2676	2488.28	328.766	17.5243
Sobic.001G116100.1	2488	2300.28	141	8.13
Sobic.001G116200.2	5650	5462.28	124	3.01092
Sobic.001G116400.2	2723	2535.28	785.194	41.0774
Sobic.001G116500.1	2773	2585.28	2348.81	120.501
Sobic.001G116600.1	2740	2552.28	164	8.52251
Sobic.001G116700.1	1040	852.275	339	52.7559
Sobic.001G116800.1	2070	1882.28	29	2.04346
Sobic.001G116900.2	1404	1216.28	2	0.218097
Sobic.001G117000.1	1077	889.275	3	0.447442
Sobic.001G117200.2	5161	4973.28	892	23.7889
Sobic.001G117300.1	5322	5134.28	338.994	8.75717
Sobic.001G117400.2	661	473.675	60	16.8005
Sobic.001G117500.1	1148	960.275	155	21.4086
Sobic.001G117600.1	3686	3498.28	18	0.682449
Sobic.001G117701.2	1560	1372.28	1	0.0966518
Sobic.001G117800.1	4299	4111.28	977.021	31.5194
Sobic.001G117900.1	1631	1443.28	33	3.03261
Sobic.001G118000.2	6836	6648.28	568	11.3316
Sobic.001G118050.1	306	122.278	0	0
Sobic.001G118100.1	5203	5015.28	3646	96.4214
Sobic.001G118200.1	2942	2754.28	379	18.2509
Sobic.001G118300.1	1277	1089.28	188	22.8914
Sobic.001G118400.1	1208	1020.28	1718	223.335
Sobic.001G118500.1	237	62.0497	0	0
Sobic.001G118600.1	2311	2123.28	0	0
Sobic.001G118700.4	1205	1017.28	20.0495	2.61407
Sobic.001G118800.1	1318	1130.28	9	1.05611
Sobic.001G118900.1	1544	1356.28	228	22.2966
Sobic.001G119000.1	975	787.355	609	102.588
Sobic.001G119100.1	1685	1497.28	832	73.7009
Sobic.001G119200.1	1008	820.275	0	0
Sobic.001G119300.1	1828	1640.28	454	36.7105
Sobic.001G119400.1	1262	1074.28	693	85.5597
Sobic.001G119500.3	755	567.571	6	1.40211
Sobic.001G119600.1	2122	1934.28	43	2.9485
Sobic.001G119700.1	1669	1481.28	124	11.1029
Sobic.001G119800.2	5303	5115.28	626	16.2314
Sobic.001G119900.1	3436	3248.28	382	15.5977
Sobic.001G120000.1	1347	1159.28	300	34.3231
Sobic.001G120100.1	1475	1287.28	1758	181.134
Sobic.001G120200.1	1715	1527.28	8	0.694743
Sobic.001G120300.1	1294	1106.28	720	86.3218
Sobic.001G120400.1	1214	1026.28	13	1.68008
Sobic.001G120500.1	2488	2300.28	294	16.9519
Sobic.001G120700.1	917	729.507	0	0
Sobic.001G120750.1	792	604.571	0	0
Sobic.001G120800.1	869	681.507	0	0
Sobic.001G120875.1	1014	826.275	2	0.321038
Sobic.001G120900.1	2995	2807.28	1042	49.2305
Sobic.001G121100.1	2385	2197.28	362	21.8512
Sobic.001G121200.1	2730	2542.28	915	47.7364
Sobic.001G121400.2	1171	983.275	2	0.269778
Sobic.001G121600.1	1143	955.275	0	0
Sobic.001G121700.1	2142	1954.28	64	4.34356
Sobic.001G121800.2	1174	986.275	0	0
Sobic.001G121900.1	4245	4057.28	156	5.09966
Sobic.001G122000.1	3419	3231.28	535	21.9599
Sobic.001G122100.6	2894	2706.28	26	1.27424
Sobic.001G122200.1	1897	1709.28	36	2.79346
Sobic.001G122300.1	1416	1228.28	403	43.5172
Sobic.001G122400.1	1060	872.275	1956	297.418
Sobic.001G122500.1	1288	1100.28	281	33.8732
Sobic.001G122700.1	1223	1035.28	0	0
Sobic.001G122766.2	715	527.624	0	0
Sobic.001G122832.2	2616	2428.28	685	37.4149
Sobic.001G122900.1	2689	2501.28	668	35.4215
Sobic.001G123000.4	3313	3125.28	1450	61.5363
Sobic.001G123100.1	2569	2381.28	323	17.9905
Sobic.001G123202.1	2149	1961.28	143	9.6705
Sobic.001G123300.1	2227	2039.28	15	0.975589
Sobic.001G123400.1	774	586.571	0	0
Sobic.001G123500.2	2868	2680.28	242.927	12.0212
Sobic.001G123600.1	1970	1782.28	35	2.60462
Sobic.001G123700.1	972	784.355	355	60.0298
Sobic.001G123800.1	927	739.507	0	0
Sobic.001G123900.1	1302	1114.28	1	0.119031
Sobic.001G124000.1	1643	1455.28	1218	111.008
Sobic.001G124100.2	3741	3553.28	367	13.699
Sobic.001G124200.1	2594	2406.28	842.814	46.4555
Sobic.001G124300.1	2468	2280.28	287.186	16.7043
Sobic.001G124400.1	972	784.355	31	5.24204
Sobic.001G124500.1	1412	1224.28	134	14.517
Sobic.001G124600.3	171	16.2606	165	1345.85
Sobic.001G124701.1	3647	3459.28	19.8849	0.76241
Sobic.001G124800.3	813	625.571	59	12.5091
Sobic.001G124900.1	721	533.624	0	0
Sobic.001G125000.1	1712	1524.28	87	7.5702
Sobic.001G125100.1	1560	1372.28	11	1.06317
Sobic.001G125200.1	4260	4072.28	325	10.5852
Sobic.001G125300.1	4704	4516.28	87	2.555
Sobic.001G125400.1	5211	5023.28	87.2516	2.30376
Sobic.001G125500.1	4539	4351.28	186.748	5.69235
Sobic.001G125600.1	509	321.788	0	0
Sobic.001G125700.1	3284	3096.28	20	0.856726
Sobic.001G125800.1	3660	3472.28	1831	69.94
Sobic.001G125900.1	5162	4974.28	2593	69.1392
Sobic.001G126000.2	700	512.624	0	0
Sobic.001G126100.1	1204	1016.28	819	106.887
Sobic.001G126200.1	1523	1335.28	248	24.6338
Sobic.001G126300.1	1884	1696.28	408	31.9018
Sobic.001G126400.2	2220	2032.28	10	0.652633
Sobic.001G126600.1	2341	2153.28	530	32.6458
Sobic.001G126800.2	2054	1866.28	1	0.0710683
Sobic.001G126900.3	1073	885.275	0	0
Sobic.001G127000.1	1239	1051.28	191	24.0973
Sobic.001G127100.2	1678	1490.28	93	8.2769
Sobic.001G127200.1	3525	3337.28	800	31.7943
Sobic.001G127400.1	1518	1330.28	137	13.6594
Sobic.001G127500.1	2022	1834.28	156	11.2801
Sobic.001G127600.1	1462	1274.28	0	0
Sobic.001G127700.1	1087	899.275	0	0
Sobic.001G127800.1	2586	2398.28	716	39.5973
Sobic.001G128000.1	1103	915.275	0	0
Sobic.001G128100.2	3241	3053.28	116	5.03899
Sobic.001G128200.1	833	645.507	1	0.205471
Sobic.001G128300.1	3722	3534.28	996	37.3775
Sobic.001G128400.1	1079	891.275	1029	153.128
Sobic.001G128500.1	1279	1091.28	3	0.364618
Sobic.001G128600.1	1590	1402.28	223	21.0923
Sobic.001G128800.1	1131	943.275	0	0
Sobic.001G128900.1	2136	1948.28	0	0
Sobic.001G129000.1	2785	2597.28	1925	98.3024
Sobic.001G129100.1	1314	1126.28	616	72.5417
Sobic.001G129150.1	153	7.19671	0	0
Sobic.001G129200.3	1853	1665.28	1	0.0796463
Sobic.001G129300.1	700	512.624	55	14.2303
Sobic.001G129400.2	854	666.507	131	26.0686
Sobic.001G129500.2	1952	1764.28	29	2.18013
Sobic.001G129600.1	2220	2032.28	0	0
Sobic.001G129700.1	1166	978.275	13	1.76252
Sobic.001G129750.1	954	766.432	0	0
Sobic.001G129800.2	999	811.275	0	0
Sobic.001G129900.1	1697	1509.28	0	0
Sobic.001G130000.1	1412	1224.28	119.674	12.965
Sobic.001G130100.1	1626	1438.28	122.326	11.2805
Sobic.001G130200.1	3003	2815.28	385	18.1381
Sobic.001G130302.1	1162	974.275	94.0155	12.7988
Sobic.001G130400.1	1057	869.275	1089	166.158
Sobic.001G130500.2	318	133.478	0	0
Sobic.001G130600.1	2504	2316.28	0	0
Sobic.001G130700.2	3325	3137.28	3	0.126829
Sobic.001G130800.1	696	508.624	0	0
Sobic.001G130900.1	1221	1033.28	0	0
